group,sampleID,info,pc1,pc2,pc3
BRCA,TCGA.BH.A18Q,tempinfo,0.149983636016362,3.01079274965367,2.3928813301463
BRCA,TCGA.BH.A1FE,tempinfo,5.84881690188712,2.71766147602715,-1.58854825697774
BRCA,TCGA.BH.A0E1,tempinfo,2.19968570070724,0.968237410466008,-0.461104028598032
BRCA,TCGA.A7.A13E,tempinfo,10.9504382555647,-4.79773520327683,-0.746669979902548
BRCA,TCGA.BH.A0BM,tempinfo,-1.9865671420864,8.24042589958652,0.841549830678298
BRCA,TCGA.BH.A0BV,tempinfo,10.7034800720065,1.17434409997686,-1.14863862605971
BRCA,TCGA.BH.A0DH,tempinfo,7.89707303256918,-8.06310904716297,3.17893786751995
BRCA,TCGA.BH.A0DP,tempinfo,0.292723351647292,3.42218237205309,-0.583553738292898
BRCA,TCGA.BH.A0HK,tempinfo,-0.418451859338983,4.19261345184221,2.40701438871304
BRCA,TCGA.E2.A15K,tempinfo,10.0747883076229,-12.5586324842828,4.07768875559797
BRCA,TCGA.BH.A0B7,tempinfo,1.18443303092098,10.4146468495755,-3.63467597870195
BRCA,TCGA.BH.A0BJ,tempinfo,3.79050786523499,8.07912605343427,-3.08457721615626
BRCA,TCGA.BH.A0DQ,tempinfo,-1.10048105075235,8.48085234131061,-3.33803686008581
BRCA,TCGA.BH.A0DZ,tempinfo,3.83370796877503,-3.77688730418988,-3.19304333187914
BRCA,TCGA.E2.A153,tempinfo,8.38742825200776,4.23900890719485,-6.84681278887192
BRCA,TCGA.BH.A18L,tempinfo,15.3594932700974,-3.36437368325529,0.346143193524068
BRCA,TCGA.BH.A18M,tempinfo,6.47767844845275,0.68619301675318,1.84743341770155
BRCA,TCGA.BH.A1EV,tempinfo,9.9995821815778,1.91184895049605,-3.28996593063368
BRCA,TCGA.BH.A1FJ,tempinfo,16.7479739638233,5.42375429647749,-1.73438716311758
BRCA,TCGA.BH.A1FM,tempinfo,16.4857526811134,-4.38755716158585,1.6455230905568
BRCA,TCGA.BH.A0DV,tempinfo,-1.44984291060137,8.41061026822925,-4.94674817067197
BRCA,TCGA.BH.A0BS,tempinfo,7.19703912571927,-2.77428448676209,1.95997624856003
BRCA,TCGA.BH.A0BZ,tempinfo,14.0359866618063,0.393281302485864,-1.7949386520487
BRCA,TCGA.BH.A0H7,tempinfo,5.14777358644758,-1.52810140286623,-1.32806215405227
BRCA,TCGA.BH.A18U,tempinfo,14.0301982296996,6.63918610657216,-2.11356622462795
BRCA,TCGA.A7.A13F,tempinfo,17.8743389353658,-3.47915215354398,2.51520764989307
BRCA,TCGA.BH.A0AZ,tempinfo,1.69636667368658,13.1523828529514,-2.81668998818707
BRCA,TCGA.BH.A0B5,tempinfo,7.47028406183048,-20.1347488287467,2.04752367313009
BRCA,TCGA.BH.A1F2,tempinfo,6.78464309417871,-8.63268566517073,0.241794567064445
BRCA,TCGA.BH.A1FR,tempinfo,11.2792106076015,2.05795556431467,-1.1064786123099
BRCA,TCGA.GI.A2C8,tempinfo,-4.88567886821937,-26.112695636042,7.25176963831682
BRCA,TCGA.BH.A1F8,tempinfo,13.5310215690009,-7.29486490930099,8.33907555618658
BRCA,TCGA.BH.A0BC,tempinfo,6.85009002107548,3.21748929067492,-1.61461498827714
BRCA,TCGA.BH.A0BA,tempinfo,1.05418046882062,1.22231105742129,4.97764491639288
BRCA,TCGA.BH.A18J,tempinfo,13.7234881307164,0.231461790989067,-2.52581331079719
BRCA,TCGA.BH.A1FH,tempinfo,-1.94020565309994,-7.58916400872292,2.066943221025
LIHC,TCGA.DD.A39Z,tempinfo,-2.39353490555752,3.88331310050145,-14.3480867801167
LIHC,TCGA.DD.A3A1,tempinfo,-6.04524573075819,-6.36302099884014,-3.04473483280269
LIHC,TCGA.BC.A10W,tempinfo,-3.7967903656687,-19.7683345210054,-13.2364226108266
LIHC,TCGA.DD.A1EI,tempinfo,-6.87700369065822,-6.88300312526574,-12.6333438033398
LIHC,TCGA.DD.A3A3,tempinfo,1.14480982994168,6.96023637249599,-11.3396648777683
LIHC,TCGA.G3.A3CH,tempinfo,-9.01670475094875,-1.66011206079285,-5.4811256971801
LIHC,TCGA.BC.A110,tempinfo,-9.93610338886015,3.37412810375167,-5.64809604722771
LIHC,TCGA.BD.A3EP,tempinfo,-7.1196744359032,-0.834827629366497,-14.5416868439567
LIHC,TCGA.ES.A2HT,tempinfo,-0.44681339491474,19.3636514682213,-5.57146957561679
LIHC,TCGA.BC.A10Q,tempinfo,7.48607947001722,-18.3122405546117,-36.8504093151651
LIHC,TCGA.BC.A10R,tempinfo,-2.4653883335203,-1.7771146414062,-14.3145880657348
LIHC,TCGA.BC.A10T,tempinfo,-7.75693716916739,1.43874087051496,-4.66457192694105
LIHC,TCGA.BC.A10U,tempinfo,-6.40113654912631,-9.29900262132803,-11.632871279112
LIHC,TCGA.BC.A10Y,tempinfo,-8.51785357491557,4.13611674777927,-5.96003466110636
LIHC,TCGA.BD.A2L6,tempinfo,-5.63528873076739,13.6383300246137,1.32011068855442
LIHC,TCGA.BC.A10Z,tempinfo,-9.6387089374739,1.37245235071787,1.009792891198
LIHC,TCGA.DD.A11C,tempinfo,-9.71693093678697,0.597212907658765,-8.46657885730899
LIHC,TCGA.DD.A11D,tempinfo,-11.2228227131128,-1.85709041118512,-5.08582654101382
LIHC,TCGA.DD.A1EC,tempinfo,-1.09651887823452,-6.3277079074077,-26.7526811213199
LIHC,TCGA.DD.A39X,tempinfo,-3.41633953759512,7.45520862914737,-13.256494410044
LIHC,TCGA.DD.A3A2,tempinfo,-4.34862215828683,7.79163891779007,-4.10982258429504
LIHC,TCGA.FV.A2QR,tempinfo,-7.91965601760003,2.72574571139692,-2.82501091491558
LIHC,TCGA.FV.A3R2,tempinfo,-4.00338038664378,-8.86637364826927,-1.5171084046341
LIHC,TCGA.DD.A118,tempinfo,-1.64516957456142,-2.59476377675975,-19.3090694515814
LIHC,TCGA.DD.A39V,tempinfo,-1.54509736793792,6.42949955950296,-17.8834380200037
LIHC,TCGA.DD.A3A6,tempinfo,-14.9969369372761,-3.75641978945313,-51.3225238648286
LIHC,TCGA.DD.A3A8,tempinfo,-10.9446082876361,0.0137222516296237,-5.57124786962489
LIHC,TCGA.FV.A23B,tempinfo,-2.69295717551369,-8.51282930830168,-9.46993265202619
LIHC,TCGA.FV.A3I0,tempinfo,0.760122207965894,-18.1267251423025,-40.8694500772121
LIHC,TCGA.DD.A39W,tempinfo,-11.8124306016134,-8.27875874924201,-10.9441345620929
LIHC,TCGA.DD.A3A5,tempinfo,-8.63099422356876,5.23537963342498,-7.66182913502649
LIHC,TCGA.BC.A10X,tempinfo,-7.11365354995347,0.507700535815906,-2.52674152515094
LIHC,TCGA.BC.A216,tempinfo,-11.4961052639198,-7.78008353840611,-12.0195991885841
LIHC,TCGA.DD.A3A4,tempinfo,-8.39230218170845,-0.181333519533514,4.5658013435599
LUAD,TCGA.91.6849,tempinfo,5.84233187285161,8.43067150072209,2.00815263350109
LUAD,TCGA.38.4632,tempinfo,8.63380490507135,3.74673881781393,-1.27233963831185
LUAD,TCGA.38.4626,tempinfo,-7.48849570912887,-6.09585920577849,1.91982354763958
LUAD,TCGA.44.2655,tempinfo,4.23448919628746,10.1339177884338,4.24482738453142
LUAD,TCGA.50.5935,tempinfo,5.26679341407438,7.13825670244492,0.909046077952499
LUAD,TCGA.55.6980,tempinfo,5.40034287461053,3.5160159786861,1.53029643483468
LUAD,TCGA.91.6828,tempinfo,1.44071368421903,-2.81230704105599,4.13052544350122
LUAD,TCGA.91.6835,tempinfo,-2.26719517576126,-3.53081308507086,2.64989363357459
LUAD,TCGA.50.5931,tempinfo,8.52343083659243,2.7462724911416,2.43934957561441
LUAD,TCGA.50.5939,tempinfo,6.20848322335334,3.81499605602246,2.09389532480354
LUAD,TCGA.55.6971,tempinfo,1.68736168673423,-0.65607832706649,0.641444002039405
LUAD,TCGA.55.6972,tempinfo,13.136842645912,14.352407507393,7.64185067337802
LUAD,TCGA.55.6985,tempinfo,2.68265365123474,-1.5401720205795,1.38479349542771
LUAD,TCGA.55.6986,tempinfo,5.19587470351327,5.28367352542538,0.538596480789622
LUAD,TCGA.91.6829,tempinfo,0.543693210120411,-8.64588701810224,-0.250513873607788
LUAD,TCGA.91.6847,tempinfo,10.7118658657123,-2.27096333492026,-3.73447541665676
LUAD,TCGA.38.4627,tempinfo,-2.72124176732543,-5.88429147179718,0.797764505628369
LUAD,TCGA.49.6742,tempinfo,2.21880343996686,5.14121066053764,6.90176932002102
LUAD,TCGA.49.6744,tempinfo,5.0855225773072,8.54694217756784,1.29841835155751
LUAD,TCGA.55.6978,tempinfo,6.32793053487566,-1.18678981439653,-2.06163493020419
LUAD,TCGA.73.4676,tempinfo,3.4331817872662,-1.92364887018089,1.62582613276522
LUAD,TCGA.50.5932,tempinfo,8.43236500472484,4.88022041895373,6.4341482088122
LUAD,TCGA.55.6979,tempinfo,2.87633017992197,4.20637848532493,0.802986398544678
LUAD,TCGA.55.6982,tempinfo,7.24728112515415,5.38568326810302,0.338175002861889
LUAD,TCGA.55.6983,tempinfo,3.3045607368851,3.14724610859243,0.470098887734084
LUAD,TCGA.49.4490,tempinfo,1.933539927374,-5.43131504763941,2.07659073669995
LUAD,TCGA.49.4512,tempinfo,1.11218293330786,-1.82953909889254,1.28500732234713
LUAD,TCGA.49.6745,tempinfo,-0.622951365333374,-13.1508860766151,1.33555094971692
LUAD,TCGA.49.6761,tempinfo,10.4513850318481,1.63064019169361,-1.41546164649745
LUAD,TCGA.50.5936,tempinfo,8.38001791281454,7.05477916927362,1.80584453606481
LUAD,TCGA.50.6595,tempinfo,10.3928876569707,3.59458204579749,-3.41734991607334
LUAD,TCGA.55.6970,tempinfo,6.52432930530011,5.7644677667083,3.69730017457263
LUAD,TCGA.55.6981,tempinfo,10.1479155489405,3.8823995442309,0.879065743442148
LUAD,TCGA.50.5933,tempinfo,10.6219534156219,0.165588341327824,-3.01360755739921
PRAD,TCGA.CH.5761,tempinfo,-3.6904660429425,1.99472054889232,4.2106298923971
PRAD,TCGA.CH.5767,tempinfo,-1.40253940269462,4.45688540659999,6.47215786378681
PRAD,TCGA.CH.5768,tempinfo,-5.73657111398033,2.67306284840096,3.4048738670806
PRAD,TCGA.CH.5769,tempinfo,-8.69138293297647,2.14535798750649,2.51846569672041
PRAD,TCGA.EJ.7115,tempinfo,-6.90344239961515,-0.84158069763967,4.43152204667221
PRAD,TCGA.EJ.7123,tempinfo,-1.5041833272123,1.97590425519325,8.17486241985466
PRAD,TCGA.EJ.7125,tempinfo,-10.9158806893342,-13.2844207266454,2.92963274720728
PRAD,TCGA.EJ.7314,tempinfo,-0.487345809914308,3.79586571067767,3.19887120745225
PRAD,TCGA.EJ.7315,tempinfo,0.314462428786711,6.86405965488138,2.72655985622302
PRAD,TCGA.EJ.7317,tempinfo,-2.82329956417875,5.80213494294159,2.73990855871684
PRAD,TCGA.EJ.7327,tempinfo,-10.4259759692628,-4.39464708853134,3.85230169964234
PRAD,TCGA.EJ.7328,tempinfo,-5.10981900342442,4.06835503588365,4.14145557872416
PRAD,TCGA.EJ.7330,tempinfo,-7.35136855442317,-3.57023845339702,6.23821649248025
PRAD,TCGA.EJ.7331,tempinfo,-6.88083454720655,-0.125187707883974,5.45961656436563
PRAD,TCGA.EJ.7781,tempinfo,-4.62816442964405,1.96485069948942,5.91522854512772
PRAD,TCGA.EJ.7782,tempinfo,-6.8642672515673,-7.72455359325861,3.48553761661517
PRAD,TCGA.EJ.7783,tempinfo,-9.44696291221092,-13.9360602748963,8.91666014029841
PRAD,TCGA.EJ.7784,tempinfo,-3.30559354668234,0.764549528621578,4.69438648008272
PRAD,TCGA.EJ.7785,tempinfo,-11.4241289978702,-9.54197918035172,5.95082998553775
PRAD,TCGA.EJ.7786,tempinfo,-1.33599864741658,8.3226139174303,5.45777525081503
PRAD,TCGA.EJ.7789,tempinfo,-1.55946636637103,3.55200143467447,4.09246038100196
PRAD,TCGA.EJ.7792,tempinfo,-6.54418724373041,3.22614595548903,3.20802483595547
PRAD,TCGA.EJ.7794,tempinfo,-5.42180910772405,5.04668114432329,4.78936626337026
PRAD,TCGA.G9.6333,tempinfo,-8.32269903467747,0.294580678990833,5.38584023961572
PRAD,TCGA.G9.6342,tempinfo,-7.67880337560391,-4.7815606383142,3.9714888466996
PRAD,TCGA.G9.6348,tempinfo,-4.77767450003741,0.947346420232783,7.77108461843688
PRAD,TCGA.G9.6351,tempinfo,-5.87547171113974,-0.0186986415144621,4.15975582138308
PRAD,TCGA.G9.6356,tempinfo,-10.6113073165937,2.28073381709943,0.0674274968653076
PRAD,TCGA.G9.6362,tempinfo,-5.56346430875502,8.77926518717508,2.59102800151073
PRAD,TCGA.G9.6363,tempinfo,-3.49277896574175,8.7683519544709,3.29012808251443
PRAD,TCGA.G9.6365,tempinfo,-5.9304240681236,1.25842380598988,1.74397172213319
PRAD,TCGA.G9.6384,tempinfo,-7.66705920072697,-6.06016643363108,5.77606379510844
PRAD,TCGA.G9.6496,tempinfo,-2.06121783880472,4.25694525910161,1.70696743690258
PRAD,TCGA.G9.6499,tempinfo,-4.8383304122401,5.24664544243735,5.31163587804684
PRAD,TCGA.HC.7211,tempinfo,-16.1227837317477,-9.23946789160265,12.9508636851616
PRAD,TCGA.HC.7737,tempinfo,-13.8213126970681,-1.87056506221225,9.14200744244894
PRAD,TCGA.HC.7738,tempinfo,-7.82723590971352,3.27339263985477,9.77136080952101
PRAD,TCGA.HC.7740,tempinfo,-10.9017494095247,-1.63609463693017,3.37457131647365
PRAD,TCGA.HC.7742,tempinfo,-5.24209860842213,2.11277721475997,-0.886433518084107
PRAD,TCGA.HC.7745,tempinfo,-10.2329585339877,3.5495566471803,10.8861294082929
PRAD,TCGA.HC.7747,tempinfo,-10.4779648406956,2.50759905537238,7.98550101053177
PRAD,TCGA.HC.7752,tempinfo,-4.19017945749659,5.94684597968675,2.79721728703378
PRAD,TCGA.HC.7819,tempinfo,-4.10648126204879,3.01189284558527,5.51873334602949
THCA,TCGA.BJ.A28R,tempinfo,-7.14547010959528,-1.08088529064339,4.025995876689
THCA,TCGA.BJ.A28X,tempinfo,-8.30872193992354,0.928035059745375,3.38617416473136
THCA,TCGA.BJ.A290,tempinfo,-7.55160526191633,1.62829136642487,-0.158041242882753
THCA,TCGA.BJ.A2N7,tempinfo,-8.92704861544463,5.49550222705633,1.37058500095832
THCA,TCGA.BJ.A2N8,tempinfo,-6.04290313842281,11.7500137187696,0.400046628511765
THCA,TCGA.BJ.A2N9,tempinfo,-0.287721885400772,12.0811944304009,1.93820495562376
THCA,TCGA.BJ.A2NA,tempinfo,-10.0224393320875,-3.14431397936617,3.25054542191433
THCA,TCGA.BJ.A3PR,tempinfo,-13.2209853160754,-15.726473482382,6.84270130454103
THCA,TCGA.BJ.A3PU,tempinfo,-3.48470038067054,9.1148912438357,0.464779977967881
THCA,TCGA.DO.A1JZ,tempinfo,-8.88400478833872,-3.52106450978247,3.01724585157209
THCA,TCGA.EL.A3GZ,tempinfo,-8.64215106092849,0.996343553956645,3.23009451944199
THCA,TCGA.EL.A3H1,tempinfo,-7.23317828633048,1.26003427509301,2.29582400273661
THCA,TCGA.EL.A3H2,tempinfo,-5.77607324974919,5.35098316001219,2.55297594624963
THCA,TCGA.EL.A3H7,tempinfo,-4.78322690697266,2.37397207444147,0.555267737698309
THCA,TCGA.EL.A3MW,tempinfo,-8.54595519199493,6.70148228070791,0.427586969142766
THCA,TCGA.EL.A3MX,tempinfo,-6.47951104393466,0.899447556277906,-1.6038466487104
THCA,TCGA.EL.A3MY,tempinfo,-6.35662925419299,-2.48313289004953,1.15582140239369
THCA,TCGA.EL.A3N2,tempinfo,-5.20823602534484,-0.0282991264363972,1.4533687782273
THCA,TCGA.EL.A3N3,tempinfo,-5.22212945510488,1.89404117211552,3.13780818772273
THCA,TCGA.EL.A3T0,tempinfo,-11.1214629200631,1.54760832358874,2.18035594654858
THCA,TCGA.EL.A3T1,tempinfo,-5.23160199922019,-1.66100168886873,3.62450027975802
THCA,TCGA.EL.A3T2,tempinfo,-8.91038647690636,-1.95576123275202,3.13136499973325
THCA,TCGA.EL.A3T3,tempinfo,-12.6085619514315,-2.608789005867,2.84909730485256
THCA,TCGA.EL.A3T6,tempinfo,-7.22844768365739,-2.40427396851128,3.91498409158963
THCA,TCGA.EL.A3T7,tempinfo,-11.2822363722102,-0.942513495261478,2.35078962431906
THCA,TCGA.EL.A3T8,tempinfo,-11.4204292790742,-3.29118897636604,1.79514552022143
THCA,TCGA.EL.A3TA,tempinfo,-11.0856149718056,6.05856418300998,-0.0524728454144743
THCA,TCGA.EL.A3TB,tempinfo,-9.40451860276754,3.03455476123513,1.39250391931251
THCA,TCGA.EL.A3ZH,tempinfo,-11.2234395067216,0.387205252505935,2.03463074835134
THCA,TCGA.EL.A3ZK,tempinfo,-7.64812758264515,-0.719376803150302,5.8041234965249
THCA,TCGA.EL.A3ZQ,tempinfo,-1.17218351178383,18.2346833189276,-4.09276105936807
THCA,TCGA.EL.A3ZR,tempinfo,-4.94246079319481,8.43155297223085,0.0441450668290738
THCA,TCGA.EL.A3ZT,tempinfo,-7.85758135160672,3.42952683898883,1.40478334593487
THCA,TCGA.EM.A1CS,tempinfo,-16.0520288266349,-9.7490351549716,5.62311701333594
THCA,TCGA.EM.A1CT,tempinfo,-11.8078564955787,-7.59922219384962,3.11648529755603
THCA,TCGA.EM.A1CU,tempinfo,-10.3954453417077,0.217309481795778,2.14290677789831
THCA,TCGA.EM.A1CV,tempinfo,-13.2936312185715,-1.25916324156968,1.75262240374017
THCA,TCGA.EM.A1CW,tempinfo,-3.85571909327543,13.3986182455521,-1.95991095072616
THCA,TCGA.EM.A1YC,tempinfo,-1.51632077355808,-5.27305136639034,4.48350782753939
THCA,TCGA.ET.A2N5,tempinfo,-4.50793753418468,4.18706455325439,2.51253686044027
THCA,TCGA.ET.A3DP,tempinfo,-13.0593969157712,-1.68551764933764,1.24407725357924
THCA,TCGA.ET.A3DW,tempinfo,-6.85835749542656,-5.90834385585444,5.02958113984418
THCA,TCGA.GE.A2C6,tempinfo,-10.5211716521984,0.0202319280279314,1.77598823820334
THCA,TCGA.H2.A2K9,tempinfo,-6.1962448865378,1.85758677660141,1.8561551231314
THCA,TCGA.H2.A3RI,tempinfo,-8.07166031652317,-0.585741577583804,2.83450614761064
THCA,TCGA.KS.A41J,tempinfo,-3.00376193578972,11.0351109812191,-1.19716832101552
